country_iso3,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
LUX,"42,909.91","43,122.09","43,534.57","44,355.87","46,415.61","48,919.43","53,554.78","55,310.33","59,478.10","64,665.83","67,339.17","72,177.62","72,498.26","74,480.88","76,216.19","76,945.76","76,992.02","80,526.28","84,697.89","90,691.15","96,940.69","98,172.65","100,762.71","101,433.95","103,559.24","105,392.56","108,993.59","116,338.07","113,042.53","105,990.32","109,250.22","109,885.39","106,782.99","108,173.36","110,228.50","112,262.43","114,689.98","113,905.41","115,237.08","115,601.89","111,857.71"
MAC,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"51,475.00","55,525.10","61,132.71","74,743.76","77,169.70","82,535.30","90,151.07","91,324.86","93,699.46","115,073.95","138,694.03","145,081.96","153,937.95","143,982.75","111,184.32","110,759.76","120,286.60","125,320.68","119,835.59","53,158.13"
MDG,"2,335.30","2,050.87","1,960.15","1,927.28","1,910.33","1,880.77","1,864.72","1,833.20","1,840.89","1,859.86","1,853.05","1,686.16","1,656.34","1,641.21","1,591.42","1,569.04","1,553.58","1,560.97","1,571.63","1,594.48","1,614.38","1,658.94","1,409.40","1,501.27","1,533.70","1,559.88","1,596.75","1,639.88","1,700.70","1,587.57","1,553.41","1,534.94","1,538.52","1,531.79","1,540.75","1,546.77","1,566.76","1,586.40","1,595.24","1,623.48","1,515.79"
MWI,761.59,701.874,701.371,707.524,720.135,720.494,680.686,650.633,631.997,608.552,619.392,657.955,602.407,656.908,585.181,657.796,709.41,737.747,725.371,730.91,718.486,673.959,660.677,683.167,704.794,713.455,726.346,774.189,810.507,853.428,886.561,903.572,894.84,915.019,940.1,940.74,935.162,945.343,948.008,962.935,941.595
MYS,"7,506.77","7,834.30","8,093.10","8,390.06","8,821.06","8,470.57","8,339.50","8,565.57","9,188.88","9,784.54","10,222.57","11,029.63","11,682.02","12,488.30","13,272.84","14,196.84","15,218.86","15,923.80","14,379.32","14,877.23","15,764.36","15,433.11","15,868.02","16,393.50","17,110.04","17,573.53","18,309.68","19,270.19","19,835.39","19,199.82","20,279.34","21,005.00","21,818.40","22,310.47","23,269.51","24,060.44","24,775.66","25,897.24","26,831.16","27,864.58","25,975.52"
MDV,"4,669.32","4,847.45","5,050.52","5,087.35","5,767.90","6,312.84","6,602.91","7,006.18","7,424.23","7,908.50","7,303.36","7,455.34","7,719.86","7,920.93","8,294.07","8,740.07","9,330.85","10,087.39","10,849.09","11,401.02","11,767.56","11,914.63","12,435.08","15,345.77","16,023.22","13,717.33","16,997.01","17,953.76","19,357.93","17,662.11","18,632.85","19,895.17","20,059.35","21,164.67","22,341.01","22,606.04","23,642.09","24,928.29","26,509.73","27,893.66","18,588.02"
MLI,"1,436.62","1,371.36","1,188.63","1,201.44","1,204.98","1,219.85","1,271.66","1,283.36","1,266.64","1,383.31","1,489.25","1,574.59","1,516.68","1,532.57","1,549.37","1,553.47","1,622.97","1,657.26","1,662.35","1,720.80","1,674.12","1,877.98","1,880.46","1,990.95","1,960.28","2,023.15","2,050.10","2,052.97","2,080.36","2,106.40","2,149.19","2,149.84","2,067.93","2,053.85","2,136.47","2,203.45","2,264.92","2,315.16","2,353.40","2,392.48","2,275.82"
MLT,"15,660.67","15,943.63","15,864.39","15,692.07","15,945.90","16,190.50","16,366.50","17,177.10","18,222.97","19,328.99","20,032.66","20,660.51","22,093.22","22,735.19","23,545.71","24,944.09","25,806.41","26,844.10","27,556.87","28,433.00","27,980.15","27,463.83","27,938.08","28,882.00","28,736.55","29,502.22","30,068.71","31,456.47","32,482.65","31,872.53","33,387.48","33,465.66","34,630.30","36,096.69","38,226.51","40,920.99","41,571.69","43,991.84","44,771.97","45,542.46","40,625.04"
MHL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,034.88","2,969.19","2,888.74","2,909.60","3,147.96","3,319.58","3,249.09","3,210.48","3,239.32","3,215.18","3,304.14","3,052.96","3,144.39","3,318.15","3,281.98","3,198.42","3,310.39","3,264.39","3,302.72","3,337.77","3,434.34","3,526.07","3,733.88","3,589.13"
MRT,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,639.81","4,515.57","4,470.99","4,603.93","4,339.84","4,633.75","4,766.90","4,446.42","4,441.85","4,649.49","4,340.54","4,182.97","4,119.66","4,280.25","4,358.04","4,602.92","5,620.47","5,358.87","5,198.82","5,069.21","5,071.26","5,150.20","5,249.40","5,337.72","5,436.77","5,598.34","5,538.07","5,601.83","5,593.04","5,776.14","5,530.13"
MUS,"4,860.63","5,070.85","5,284.60","5,256.32","5,450.00","5,777.36","6,291.90","6,879.70","7,296.52","7,564.16","8,050.23","8,317.03","8,742.90","9,078.94","9,323.01","9,639.51","10,074.58","10,515.09","11,036.90","11,182.01","11,979.75","12,267.50","12,380.84","13,027.10","13,502.25","13,617.51","14,165.94","14,909.17","15,655.63","16,131.72","16,797.82","17,454.77","18,014.98","18,579.35","19,236.06","19,893.44","20,646.51","21,415.34","22,203.33","22,852.14","19,235.73"
MEX,"15,382.36","16,282.50","15,808.53","14,900.75","15,059.33","15,050.46","14,275.53","14,219.47","14,111.82","14,405.04","14,864.31","15,205.52","15,462.02","15,610.23","16,107.46","14,850.68","15,609.96","16,427.70","17,025.02","17,248.74","17,862.55","17,555.73","17,308.62","17,320.65","17,761.17","17,930.84","18,477.01","18,624.14","18,553.79","17,308.16","17,929.57","18,325.54","18,738.30","18,748.61","19,044.55","19,442.92","19,732.02","19,933.50","20,162.00","19,952.03","18,134.08"
FSM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,085.04","2,982.79","2,795.43","2,865.42","2,902.30","3,036.15","3,108.01","3,135.61","3,194.68","3,102.96","3,175.52","3,188.26","3,142.68","3,089.76","3,137.99","3,225.81","3,322.88","3,255.18","3,129.92","3,052.44","3,187.96","3,211.06","3,291.46","3,292.68","3,326.40","3,266.20"
MDA,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,399.13","8,319.90","5,742.56","5,666.82","5,349.48","5,453.15","5,106.63","4,940.94","5,057.13","5,376.42","5,810.99","6,213.20","6,685.94","7,208.41","7,573.03","7,818.58","8,440.69","7,942.75","8,514.49","9,012.12","8,959.09","9,774.45","10,270.28","10,323.89","10,856.48","11,547.40","12,227.64","12,895.12","12,144.28"
MNG,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,371.70","4,761.00","4,241.32","4,069.07","4,117.03","4,314.68","4,347.13","4,454.93","4,539.49","4,613.11","4,608.48","4,764.18","4,947.45","5,248.80","5,682.82","5,982.98","6,390.77","6,851.75","7,261.37","6,979.37","7,368.53","8,486.77","9,345.92","10,211.94","10,775.68","10,809.05","10,717.48","11,083.56","11,664.39","12,048.93","11,209.56"
MNE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,439.22","12,526.36","12,714.12","12,978.77","13,525.53","14,072.96","15,265.83","16,282.73","17,421.14","16,376.21","16,788.50","17,306.17","16,821.22","17,401.38","17,694.68","18,282.83","18,819.03","19,703.46","20,710.63","21,536.16","18,249.91"
MAR,"3,368.44","3,192.09","3,410.08","3,312.48","3,376.10","3,506.27","3,709.64","3,531.53","3,812.20","3,813.76","3,952.45","4,157.33","3,995.35","3,895.29","4,233.65","3,945.91","4,371.67","4,243.34","4,487.83","4,474.41","4,498.25","4,763.02","4,846.60","5,068.00","5,242.02","5,344.86","5,676.26","5,802.43","6,069.17","6,248.11","6,406.71","6,660.62","6,778.09","7,000.59","7,104.04","7,349.05","7,348.98","7,581.00","7,737.98","7,848.25","7,223.15"
MOZ,488.999,501.206,455.968,376.592,346.558,346.402,337.119,387.146,419.697,445.453,444.161,462.17,420.15,447.707,459.678,454.509,490.642,531.519,569.595,620.254,611.227,666.519,708.301,736.265,772.668,801.543,849.882,890.13,928.631,960.003,993.975,"1,037.89","1,082.25","1,125.50","1,175.50","1,220.38","1,232.96","1,245.03","1,253.90","1,248.87","1,210.15"
MMR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,953.019,"1,018.76","1,130.11","1,256.08","1,367.04","1,534.69","1,757.54","1,983.66","2,234.06","2,497.73","2,669.34","2,767.99","2,893.04","3,029.00","3,200.39","3,424.73","3,673.82","3,914.34","4,130.24","4,332.72","4,575.10","4,848.56","4,968.73"
NAM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,642.05","6,710.62","7,068.00","6,729.59","6,727.92","6,807.64","6,815.55","6,881.37","6,887.97","6,903.10","7,054.73","7,216.07","7,573.46","7,708.45","8,083.17","8,313.37","8,489.67","8,791.72","8,891.31","8,785.84","9,178.76","9,503.53","9,802.22","10,160.98","10,578.65","10,822.65","10,622.90","10,316.89","10,235.87","9,881.61","8,907.58"
NRU,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,450.78","4,491.39","5,301.89","4,056.89","4,801.61","5,150.76","5,482.70","6,008.65","6,444.94","8,093.78","9,401.05","9,237.64","9,097.95","8,342.69","8,983.78","9,458.46","9,342.49"
NPL,"1,269.71","1,344.34","1,363.13","1,292.14","1,384.91","1,436.90","1,469.27","1,461.68","1,539.50","1,569.18","1,601.92","1,660.00","1,682.01","1,699.69","1,791.23","1,807.39","1,859.54","1,914.51","1,930.41","1,978.17","2,061.35","2,141.07","2,110.82","2,163.02","2,234.16","2,282.69","2,330.32","2,380.97","2,499.42","2,591.63","2,703.42","2,793.00","2,922.54","3,033.66","3,217.34","3,331.87","3,316.09","3,565.92","3,774.77","3,974.11","3,849.18"
NLD,"30,848.89","30,436.46","29,883.53","30,294.98","31,120.20","31,815.93","32,639.73","33,048.70","34,329.53","35,648.94","36,920.56","37,528.56","37,825.80","38,027.36","38,910.04","39,775.00","40,979.48","42,551.84","44,290.60","46,206.44","47,832.02","48,568.57","48,316.50","48,131.74","48,888.64","49,743.93","51,375.59","53,235.95","54,235.10","51,991.29","52,404.98","52,958.92","52,179.20","51,960.08","52,544.34","53,346.88","54,264.39","55,509.26","56,490.39","57,102.06","54,538.60"
NZL,"24,432.94","25,024.63","25,545.50","25,272.17","26,736.26","26,800.45","27,039.60","27,453.90","27,353.74","27,188.13","26,869.49","25,833.70","25,740.75","26,774.55","27,892.93","28,826.03","29,531.52","29,873.12","29,701.52","30,875.18","32,011.52","32,602.71","33,587.55","34,347.30","35,455.62","36,154.82","36,766.26","37,666.98","37,292.28","36,467.33","36,708.57","37,092.34","37,791.00","38,347.53","39,136.58","39,744.06","40,406.25","40,971.13","41,619.00","41,916.40","39,830.34"
NIC,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,470.12","3,569.16","3,693.72","3,741.09","3,803.37","3,991.20","4,072.43","4,108.73","4,056.60","4,075.61","4,206.59","4,299.83","4,431.78","4,596.06","4,692.47","4,479.93","4,618.61","4,762.06","5,009.24","5,201.88","5,394.63","5,594.89","5,789.89","5,995.60","5,699.39","5,421.85","5,284.52"
NER,"1,564.30","1,510.06","1,491.15","1,385.37","1,114.30","1,161.76","1,196.70","1,160.62","1,202.28","1,176.64","1,125.53","1,084.89","1,070.18","1,037.63","1,021.23","1,011.08",977.451,958.091,"1,016.95",979.015,932.902,964.968,976.013,961.21,929.56,961.23,980.856,974.39,"1,010.81",992.126,"1,036.63","1,020.71","1,085.17","1,099.01","1,127.20","1,131.92","1,151.59","1,163.64","1,200.76","1,224.34","1,193.17"
NGA,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,902.64","2,814.03","2,804.15","2,777.73","2,716.27","2,699.10","2,739.41","2,749.19","2,748.47","2,694.70","2,773.09","2,884.61","3,223.57","3,441.45","3,704.77","3,863.21","4,016.81","4,198.76","4,383.33","4,624.69","5,009.75","5,115.75","5,193.54","5,329.12","5,516.38","5,514.78","5,284.90","5,190.36","5,155.07","5,135.49","4,916.71"
MKD,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,277.92","9,461.11","9,243.55","9,087.87","9,133.51","9,227.70","9,493.80","9,862.93","10,270.89","9,923.26","10,043.62","10,242.92","10,689.43","11,170.72","11,715.30","12,453.96","13,113.37","13,040.22","13,448.33","13,746.23","13,666.93","14,043.06","14,528.77","15,073.64","15,484.84","15,640.30","16,076.65","16,593.95","15,841.91"
NOR,"33,292.39","33,703.24","33,655.96","34,892.81","36,902.09","38,826.45","40,252.52","40,721.38","40,401.85","40,701.49","41,324.86","42,358.42","43,615.29","44,590.93","46,591.00","48,287.84","50,452.96","52,871.40","53,925.86","54,608.36","56,014.49","56,941.40","57,410.53","57,608.44","59,552.93","60,686.36","61,609.70","62,785.86","62,223.07","60,445.71","60,057.98","59,856.17","60,679.69","60,607.49","61,080.26","61,695.71","61,801.98","62,782.11","63,083.35","63,230.51","62,374.15"
OMN,"15,596.60","16,858.22","18,797.05","20,237.92","21,515.00","24,639.73","23,595.13","21,320.62","22,438.91","21,824.56","26,119.84","26,725.85","27,987.47","28,714.79","28,901.19","29,466.39","29,587.85","30,746.89","30,973.07","30,519.04","31,953.84","32,823.92","31,930.29","30,566.14","30,428.08","30,615.44","31,629.53","32,356.13","34,267.26","35,132.03","34,441.51","32,141.17","31,898.09","31,502.84","30,854.20","30,996.15","30,635.93","29,758.24","29,759.30","29,410.21","28,607.15"
PAK,"2,053.04","2,117.86","2,212.57","2,296.79","2,323.17","2,458.17","2,545.66","2,623.89","2,721.52","2,780.90","2,826.68","2,907.23","3,000.36","2,985.61","3,038.20","3,113.70","3,238.92","3,216.05","3,250.66","3,309.30","3,362.37","3,337.65","3,373.96","3,447.21","3,633.36","3,884.10","4,034.95","4,182.97","4,218.53","4,145.13","4,164.20","4,226.98","4,300.84","4,370.81","4,458.57","4,549.57","4,666.49","4,817.92","4,990.93","4,992.67","4,881.90"
PLW,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,412.07","11,973.07","12,303.15","11,807.13","12,282.17","12,667.12","12,684.13","13,053.38","12,581.77","12,062.27","12,305.60","13,176.46","13,642.91","13,570.70","14,414.15","14,878.97","14,635.11","14,324.47","15,468.72","15,269.83","13,563.53"
PAN,"11,318.97","12,067.12","12,415.51","11,586.91","11,633.17","11,938.23","12,096.12","11,624.18","9,857.41","9,804.47","10,383.51","11,121.95","11,782.14","12,167.57","12,257.76","12,219.63","12,854.09","13,410.41","14,103.49","14,357.98","14,456.96","14,249.16","14,283.53","14,600.28","15,399.57","16,198.69","17,260.77","19,004.18","20,509.87","20,407.11","21,231.75","23,240.43","25,084.05","26,375.43","27,268.89","28,381.54","29,332.60","30,510.96","31,147.80","31,637.97","25,597.00"
PNG,"2,739.41","2,697.97","2,659.20","2,690.07","2,606.25","2,634.64","2,726.28","2,843.39","2,841.29","2,684.14","2,490.60","2,646.85","2,792.32","3,085.15","3,321.34","3,122.79","3,242.92","2,960.04","3,021.15","3,001.53","2,855.90","2,783.95","2,713.36","2,888.93","2,837.56","2,889.48","2,894.52","3,049.42","2,971.48","3,102.24","3,240.13","3,106.95","3,083.84","3,133.47","3,483.12","3,635.27","3,756.59","3,809.91","3,721.66","3,859.26","3,633.78"
PRY,"8,372.53","8,874.55","8,496.08","7,998.04","7,984.20","8,052.19","7,825.06","7,893.29","8,100.48","8,308.08","8,650.37","8,406.97","8,378.60","8,616.35","8,893.07","9,309.83","9,267.22","9,467.17","9,284.14","8,974.17","8,591.16","8,360.48","8,206.88","8,409.87","8,599.56","8,634.26","8,899.12","9,228.74","9,658.62","9,482.25","10,375.58","10,650.89","10,433.23","11,142.47","11,511.73","11,693.28","12,021.82","12,437.52","12,673.89","12,493.46","12,210.36"
PER,"7,465.83","7,680.40","7,471.76","6,615.51","6,708.70","6,693.81","7,336.15","7,728.80","6,848.88","5,805.09","5,398.59","5,409.15","5,276.22","5,448.75","6,007.70","6,338.52","6,403.07","6,702.24","6,566.11","6,558.46","6,632.80","6,576.80","6,838.79","7,027.91","7,280.63","7,640.67","8,116.44","8,705.64","9,394.37","9,387.04","10,066.31","10,595.07","11,099.56","11,616.70","11,763.93","12,017.42","12,407.54","12,536.81","12,897.39","12,786.95","11,253.13"
PHL,"4,604.13","4,644.47","4,695.05","4,665.47","4,219.23","3,816.52","3,853.18","3,921.29","4,093.37","4,246.10","4,275.46","4,159.87","4,081.68","4,074.97","4,156.47","4,248.91","4,279.59","4,401.75","4,272.78","4,322.28","4,514.05","4,553.47","4,625.02","4,762.98","4,976.23","5,122.85","5,294.50","5,537.58","5,676.05","5,658.89","5,970.91","6,099.13","6,414.79","6,739.98","7,058.12","7,393.04","7,790.26","8,199.05","8,587.92","8,976.81","8,012.32"
POL,"12,374.27","11,037.57","10,406.99","10,835.76","10,703.46","11,034.03","11,349.40","11,551.59","11,919.73","12,361.76","11,366.51","10,542.63","10,728.93","11,155.45","11,715.52","12,503.81","13,274.03","14,203.67","14,903.28","15,574.72","16,409.48","16,611.32","16,856.28","17,456.79","18,340.02","18,991.50","20,164.75","21,606.57","22,519.85","23,145.38","24,082.51","25,201.85","25,535.03","25,826.06","26,729.99","27,871.32","28,776.05","30,161.55","31,773.19","33,219.40","32,327.18"
PRT,"16,489.86","16,923.35","17,184.07","17,270.74","17,025.20","17,256.53","17,813.22","19,177.93","20,223.04","21,599.09","23,347.49","24,189.96","24,966.53","24,764.62","25,065.86","25,555.58","26,352.04","27,388.98","28,561.19","29,509.66","30,421.13","30,794.54","30,862.49","30,460.71","30,931.34","31,115.60","31,564.12","32,291.79","32,348.24","31,308.65","31,837.94","31,343.85","30,194.56","30,080.45","30,482.57","31,157.64","31,887.22","33,086.05","34,083.37","34,923.22","32,270.19"
PRI,"16,801.89","16,842.61","16,189.93","16,121.45","17,142.05","17,328.07","18,557.26","19,270.14","20,306.64","21,076.31","21,653.67","22,009.33","22,858.01","23,750.37","24,561.74","25,481.32","25,861.84","26,897.72","28,403.10","29,389.91","30,124.84","32,906.42","33,577.33","34,341.88","35,017.11","34,370.83","34,030.14","33,832.14","33,403.59","32,930.52","32,960.84","33,224.69","33,639.04","33,922.30","34,070.28","34,301.81","34,492.82","34,627.22","34,046.50","34,450.48","32,253.74"
QAT,"140,771.66","124,882.60","106,442.16","94,051.65","102,270.99","84,207.46","83,146.65","80,493.82","80,993.51","82,087.93","59,959.38","57,997.51","63,457.67","62,586.88","63,393.55","62,854.31","64,065.23","79,210.37","84,019.05","83,864.29","86,435.55","87,650.38","91,006.79","90,264.55","98,632.60","93,270.31","101,382.62","100,604.59","87,676.73","93,993.70","105,738.96","116,493.45","115,334.92","111,365.51","106,059.19","101,000.83","96,943.82","91,742.83","91,679.05","91,248.78","88,639.78"
ROU,"13,451.81","13,385.47","13,841.78","14,613.14","15,427.19","15,342.18","15,627.89","15,663.70","15,504.02","14,552.15","13,719.02","11,963.62","10,956.88","11,185.53","11,696.69","12,606.44","13,177.43","12,445.88","11,905.94","11,825.06","12,182.81","12,833.86","13,947.70","14,384.65","15,963.23","16,816.80","18,274.16","19,713.39","22,065.11","21,046.77","20,370.79","20,857.32","21,392.14","22,282.99","23,164.65","23,941.97","25,213.72","27,219.98","28,602.92","29,975.96","28,936.93"
RUS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"21,433.20","20,296.62","17,320.61","15,801.68","13,796.63","13,241.94","12,782.71","12,986.21","12,311.12","13,150.91","14,529.96","15,338.28","16,141.89","17,403.78","18,721.77","19,993.88","21,680.72","23,550.15","24,787.88","22,833.74","23,856.88","25,032.04","25,986.48","26,383.75","26,105.56","25,542.03","25,546.35","25,999.32","26,747.18","27,295.85","26,450.49"
RWA,"1,050.32","1,038.06",975.956,997.126,"1,099.77","1,110.38","1,132.48","1,091.09","1,057.09",963.974,945.69,878.028,935.356,893.174,559.992,738.547,833.589,914.87,908.291,846.851,893.559,944.911,"1,043.09","1,040.56","1,079.01","1,153.40","1,231.66","1,297.16","1,396.38","1,452.89","1,512.64","1,600.89","1,689.60","1,736.49","1,793.15","1,900.42","1,978.90","2,005.48","2,123.52","2,266.86","2,215.06"
WSM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,802.45","3,761.56","3,933.93","4,202.01","4,413.93","4,615.99","4,728.77","5,011.15","5,085.40","5,077.24","5,222.65","5,158.24","5,250.23","5,424.85","5,158.47","5,093.15","5,057.15","5,238.04","5,592.57","5,601.13","5,437.22","5,582.27","5,358.57"
SMR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"80,994.87","82,009.15","84,071.61","88,906.20","87,451.61","77,596.69","72,169.39","65,243.13","59,829.41","58,642.97","57,573.06","58,600.03","59,666.47","59,522.01","60,124.20","61,649.02","55,384.56"
STP,"4,106.11","3,609.60","3,641.04","3,418.94","3,133.59","3,335.96","3,058.82","2,887.65","2,864.00","2,869.25","2,729.37","2,685.10","2,626.19","2,624.19","2,632.05","2,635.04","2,625.27","2,603.02","2,619.87","2,637.40","2,602.58","2,620.78","2,633.59","2,749.45","2,790.71","2,915.75","3,097.58","3,108.63","3,290.40","3,291.40","3,430.75","3,501.61","3,532.69","3,623.57","3,780.06","3,823.55","3,903.42","3,975.03","3,997.40","3,973.39","3,629.91"
SAU,"87,256.10","84,712.01","63,950.86","51,127.17","46,420.75","39,878.33","44,438.76","39,513.87","42,563.74","40,331.24","44,244.68","48,459.68","47,415.72","45,879.71","45,030.61","44,044.87","44,123.35","43,541.50","43,727.85","41,073.94","42,345.01","40,830.00","38,728.20","42,047.38","44,299.51","45,233.71","44,967.84","44,293.81","45,518.60","43,120.07","43,809.96","46,809.04","47,957.04","47,940.56","49,125.67","49,953.76","49,629.13","48,014.57","48,004.54","47,219.26","44,373.39"
SEN,"2,565.01","2,623.43","2,751.52","2,531.47","2,550.64","2,557.42","2,558.91","2,633.63","2,539.92","2,563.56","2,473.68","2,466.88","2,430.55","2,391.59","2,320.05","2,396.52","2,380.42","2,386.71","2,470.57","2,557.79","2,595.11","2,642.69","2,580.83","2,658.56","2,712.88","2,758.36","2,750.20","2,754.19","2,780.62","2,780.62","2,797.11","2,757.08","2,788.67","2,777.11","2,868.32","2,966.45","3,067.66","3,203.90","3,309.48","3,361.46","3,297.37"
SRB,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,799.74","9,048.46","7,978.21","8,624.77","9,070.96","9,720.84","10,176.43","11,122.97","12,289.29","12,967.89","13,859.04","14,705.32","14,361.08","14,524.33","14,932.56","14,902.91","15,408.77","15,237.76","15,588.00","16,193.00","16,621.47","17,463.78","18,254.98","18,148.73"
SYC,"11,018.88","10,463.68","10,186.84","10,136.34","10,510.36","11,498.64","11,514.25","11,573.62","12,144.70","13,314.07","14,236.63","14,436.05","15,400.71","16,184.70","15,374.97","15,224.07","16,502.26","18,298.50","18,386.88","18,366.75","18,977.76","18,530.53","18,410.43","17,314.44","16,883.31","18,320.04","19,629.11","21,563.64","20,635.41","20,326.99","20,942.49","22,656.72","23,261.08","24,209.67","24,916.01","25,638.75","26,580.80","27,711.69","27,772.42","28,036.64","24,090.67"
SLE,"2,209.02","2,196.61","2,189.81","2,105.90","2,129.49","1,947.12","1,907.08","1,910.75","1,909.24","1,957.66","1,959.11","1,790.55","1,618.18","1,626.08","1,690.48","1,523.06","1,143.23",937.153,919.51,829.514,838.145,955.123,"1,156.04","1,206.68","1,231.16","1,238.40","1,250.05","1,314.61","1,353.07","1,365.22","1,406.18","1,461.32","1,645.68","1,942.84","1,987.01","1,545.72","1,608.74","1,633.73","1,654.60","1,708.82","1,635.09"
SGP,"22,431.71","23,691.13","24,284.24","26,021.50","27,779.33","27,568.61","27,965.23","30,522.37","33,109.35","35,417.61","37,412.33","38,794.89","40,146.36","43,630.40","46,975.56","48,851.45","50,410.28","52,801.50","49,917.37","52,354.58","56,106.73","54,029.74","55,634.72","59,022.10","64,011.43","67,125.57","70,915.99","74,159.39","71,629.83","69,585.85","78,294.03","81,538.37","83,112.01","85,732.80","87,959.42","89,519.74","91,307.50","95,350.44","98,222.85","98,411.58","92,003.19"
SVK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,067.89","12,744.96","13,671.78","14,590.44","15,322.12","15,920.82","15,887.07","16,056.75","16,640.43","17,390.27","18,360.49","19,340.49","20,618.42","22,368.56","24,790.37","26,158.33","24,702.13","26,113.65","26,846.99","27,296.12","27,444.93","28,143.32","29,469.05","30,070.38","30,933.60","32,053.55","32,752.31","31,006.79"
SVN,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"18,987.80","19,617.54","20,657.27","21,501.36","22,266.98","23,429.97","24,223.48","25,600.23","26,414.63","27,232.18","28,131.24","28,949.35","30,190.21","31,318.62","33,022.96","35,204.70","36,442.26","33,325.15","33,531.88","33,767.68","32,791.59","32,401.61","33,261.95","33,967.58","35,029.47","36,678.31","38,268.22","39,220.66","36,786.48"
SLB,"2,465.97","2,341.70","2,227.74","2,240.79","2,175.25","2,044.17","1,981.25","2,088.03","2,056.12","2,085.15","2,072.32","2,135.60","2,339.58","2,365.03","2,485.15","2,659.82","2,628.00","2,532.53","2,495.40","2,416.26","2,015.97","1,806.53","1,710.11","1,774.92","1,845.73","1,900.09","1,945.29","1,984.63","2,052.34","2,058.38","2,186.96","2,295.52","2,288.97","2,357.80","2,328.99","2,311.15","2,394.21","2,467.93","2,510.02","2,485.57","2,327.01"
SOM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,939.583,930.084,925.147,930.181,930.128,916.435,915.544,915.544,876.396
ZAF,"11,212.38","11,516.42","11,179.94","10,694.00","10,960.15","10,574.58","10,341.29","10,334.87","10,542.55","10,563.94","10,295.66","9,947.47","9,493.10","9,374.91","9,453.82","9,543.65","9,770.72","9,863.43","9,764.30","9,847.68","10,103.75","10,193.08","10,423.10","10,627.09","10,992.74","11,439.85","11,934.77","12,409.82","12,624.26","12,245.64","12,425.16","12,636.27","12,720.50","12,837.50","12,877.44","12,835.25","12,692.90","12,681.72","12,596.00","12,435.79","11,405.93"
